year,end_mounth,subject,factor_1,delta_factor_1,per_mounth_factor_1,factor_2,delta_factor_2,per_mounth_factor_2,factor_3,delta_factor_3,per_mounth_factor_3,factor_4,delta_factor_4,per_mounth_factor_4,factor_5,delta_factor_5,per_mounth_factor_5,factor_6,delta_factor_6,per_mounth_factor_6,factor_7,delta_factor_7,per_mounth_factor_7,factor_8,delta_factor_8,per_mounth_factor_8,factor_9,delta_factor_9,per_mounth_factor_9,factor_10,delta_factor_10,per_mounth_factor_10,factor_11,delta_factor_11,per_mounth_factor_11,factor_12,delta_factor_12,per_mounth_factor_12,factor_13,delta_factor_13,per_mounth_factor_13,factor_14,delta_factor_14,per_mounth_factor_14,factor_15,delta_factor_15,per_mounth_factor_15,factor_16,delta_factor_16,per_mounth_factor_16,factor_17,delta_factor_17,per_mounth_factor_17,factor_18,delta_factor_18,per_mounth_factor_18
2017,1,Томская область,53,53,53,11,11,11,63,63,63,14.86486486,14.86486486,14.86486486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Томская область,101,48,48,15,4,4,129,66,66,10.41666667,-4.448198190000001,-4.448198190000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Томская область,142,41,41,19,4,4,175,46,46,9.793814433,-0.622852237,-0.622852237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Томская область,185,43,43,23,4,4,230,55,55,9.090909091,-0.7029053419999993,-0.7029053419999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Томская область,256,71,71,25,2,2,327,97,97,7.102272727,-1.9886363640000004,-1.9886363640000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Томская область,326,70,70,33,8,8,426,99,99,7.189542484,0.0872697570000005,0.0872697570000005,,,,,,,,,,,,,,,,,,,173879,173879,34775.8,80236,80236,16047.2,7862,7862,1572.4,567,567,113.4,80212,80212,16042.4,7862,7862,1572.4,567,567,113.4,88641,88641,17728.2
2017,7,Томская область,416,90,90,51,18,18,530,104,104,8.777969019,1.588426535,1.588426535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Томская область,472,56,56,59,8,8,587,57,57,9.133126935,0.3551579159999996,0.3551579159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Томская область,570,98,98,69,10,10,694,107,107,9.043250328,-0.08987660700000077,-0.08987660700000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Томская область,651,81,81,75,6,6,793,99,99,8.640552995,-0.402697332999999,-0.402697332999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Томская область,829,178,89,96,21,10.5,1010,217,108.5,8.679927667,0.03937467199999922,0.01968733599999961,8.898025843,8.898025843,0.8089114402727272,2.557163254,2.557163254,0.23246938672727274,402921,402921,36629.181818181816,308290,308290,28026.363636363636,49636,49636,4512.363636363636,6151,6151,559.1818181818181,472330,298451,49741.833333333336,152996,72760,12126.666666666666,15735,7873,1312.1666666666667,787,220,36.666666666666664,153296,73084,12180.666666666666,15740,7878,1313,783,216,36,169819,81178,13529.666666666666
2017,1,Забайкальский край,68,68,68,5,5,5,99,99,99,4.807692308,4.807692308,4.807692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Забайкальский край,135,67,67,14,9,9,194,95,95,6.730769231,1.923076923,1.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Забайкальский край,233,98,98,26,12,12,318,124,124,7.558139535,0.8273703039999996,0.8273703039999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Забайкальский край,350,117,117,50,24,24,446,128,128,10.08064516,2.522505625,2.522505625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Забайкальский край,471,121,121,71,21,21,599,153,153,10.59701493,0.5163697700000007,0.5163697700000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Забайкальский край,619,148,148,104,33,33,839,240,240,11.02863203,0.4316171000000004,0.4316171000000004,,,,,,,,,,,,,,,,,,,254924,254924,50984.8,55361,55361,11072.2,2800,2800,560,843,843,168.6,55361,55361,11072.2,2541,2541,508.2,843,843,168.6,58745,58745,11749
2017,7,Забайкальский край,779,160,160,126,22,22,1042,203,203,10.78767123,-0.24096079999999986,-0.24096079999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Забайкальский край,929,150,150,151,25,25,1237,195,195,10.87896254,0.09129130999999902,0.09129130999999902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Забайкальский край,1072,143,143,168,17,17,1420,183,183,10.57934509,-0.2996174499999995,-0.2996174499999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Забайкальский край,1195,123,123,185,17,17,1601,181,181,10.35834267,-0.2210024199999996,-0.2210024199999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Забайкальский край,1393,198,99,221,36,18,1866,265,132.5,10.58936272,0.2310200499999997,0.11551002499999985,20.48225042,20.48225042,1.8620227654545454,5.698196688,5.698196688,0.5180178807272727,394531,394531,35866.454545454544,303836,303836,27621.454545454544,58052,58052,5277.454545454545,10099,10099,918.0909090909091,546635,291711,48618.5,123831,68470,11411.666666666666,6665,3865,644.1666666666666,1553,710,118.33333333333333,122820,67459,11243.166666666666,6667,4126,687.6666666666666,1550,707,117.83333333333333,131037,72292,12048.666666666666
2017,1,Дальневосточный фед.округ,608,608,608,47,47,47,788,788,788,5.628742515,5.628742515,5.628742515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Дальневосточный фед.округ,1172,564,564,81,34,34,1558,770,770,4.942037828,-0.6867046869999998,-0.6867046869999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Дальневосточный фед.округ,1769,597,597,154,73,73,2299,741,741,6.278026906,1.3359890779999999,1.3359890779999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Дальневосточный фед.округ,2352,583,583,214,60,60,3020,721,721,6.617192331,0.339165425,0.339165425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Дальневосточный фед.округ,3099,747,747,294,80,80,3932,912,912,6.95693327,0.33974093900000035,0.33974093900000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Дальневосточный фед.округ,3875,776,776,379,85,85,4928,996,996,7.141511212,0.18457794199999977,0.18457794199999977,,,,,,,,,,,,,,,,,,,1468920,1468920,293784,543152,543152,108630.4,71488,71488,14297.6,2417,2417,483.4,401006,401006,80201.2,61506,61506,12301.2,2234,2234,446.8,464746,464746,92949.2
2017,7,Дальневосточный фед.округ,4782,907,907,479,100,100,6099,1171,1171,7.281848586,0.14033737399999957,0.14033737399999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Дальневосточный фед.округ,5630,848,848,573,94,94,7188,1089,1089,7.383069192,0.10122060600000005,0.10122060600000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Дальневосточный фед.округ,6532,902,902,674,101,101,8334,1146,1146,7.482238011,0.09916881899999996,0.09916881899999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Дальневосточный фед.округ,7385,853,853,769,95,95,9421,1087,1087,7.546614328,0.06437631700000068,0.06437631700000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Дальневосточный фед.округ,8767,1382,691,907,138,69,11197,1776,888,7.493390615,-0.053223713000000394,-0.026611856500000197,14.67001602,14.67001602,1.33363782,3.410704045,3.410704045,0.3100640040909091,2746467,2746467,249678.81818181818,2104463,2104463,191314.81818181818,337273,337273,30661.18181818182,39739,39739,3612.6363636363635,3033507,1564587,260764.5,1088823,545671,90945.16666666667,135353,63865,10644.166666666666,4660,2243,373.8333333333333,1034740,633734,105622.33333333333,133892,72386,12064.333333333334,5719,3485,580.8333333333334,1174351,709605,118267.5
2017,1,Республика Саха (Якутия),70,70,70,2,2,2,93,93,93,2.105263158,2.105263158,2.105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Республика Саха (Якутия),143,73,73,11,9,9,184,91,91,5.641025641,3.5357624829999996,3.5357624829999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Республика Саха (Якутия),216,73,73,21,10,10,278,94,94,7.023411371,1.3823857300000002,1.3823857300000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Республика Саха (Якутия),280,64,64,27,6,6,356,78,78,7.049608355,0.026196984000000256,0.026196984000000256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Республика Саха (Якутия),352,72,72,35,8,8,439,83,83,7.383966245,0.3343578899999997,0.3343578899999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Республика Саха (Якутия),475,123,123,44,9,9,605,166,166,6.779661017,-0.6043052280000003,-0.6043052280000003,,,,,,,,,,,,,,,,,,,103091,103091,20618.2,59952,59952,11990.4,2539,2539,507.8,426,426,85.2,59952,59952,11990.4,2493,2493,498.6,422,422,84.4,62867,62867,12573.4
2017,7,Республика Саха (Якутия),584,109,109,62,18,18,749,144,144,7.644882861,0.8652218440000006,0.8652218440000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Республика Саха (Якутия),692,108,108,71,9,9,903,154,154,7.289527721,-0.35535514000000035,-0.35535514000000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Республика Саха (Якутия),803,111,111,82,11,11,1046,143,143,7.269503546,-0.020024174999999644,-0.020024174999999644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Республика Саха (Якутия),885,82,82,98,16,16,1158,112,112,7.802547771,0.5330442250000003,0.5330442250000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Республика Саха (Якутия),1004,119,59.5,112,14,7,1312,154,77,7.865168539,0.0626207679999995,0.03131038399999975,11.63231499,11.63231499,1.0574831809090908,3.647495603,3.647495603,0.3315905093636364,319585,319585,29053.18181818182,242583,242583,22053,53952,53952,4904.727272727273,6440,6440,585.4545454545455,290397,187306,31217.666666666668,137566,77614,12935.666666666666,5918,3379,563.1666666666666,1119,693,115.5,141196,81244,13540.666666666666,6756,4263,710.5,1162,740,123.33333333333333,149114,86247,14374.5
2017,1,Приморский край,216,216,216,15,15,15,272,272,272,5.226480836,5.226480836,5.226480836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Приморский край,410,194,194,22,7,7,531,259,259,3.978300181,-1.2481806550000005,-1.2481806550000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Приморский край,593,183,183,38,16,16,741,210,210,4.87804878,0.8997485990000005,0.8997485990000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Приморский край,774,181,181,53,15,15,963,222,222,5.216535433,0.33848665299999947,0.33848665299999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Приморский край,1013,239,239,71,18,18,1258,295,295,5.342362679,0.12582724600000006,0.12582724600000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Приморский край,1233,220,220,100,29,29,1531,273,273,6.131207848,0.788845169,0.788845169,,,,,,,,,,,,,,,,,,,630467,630467,126093.4,175237,175237,35047.4,36056,36056,7211.2,825,825,165,175237,175237,35047.4,35798,35798,7159.6,825,825,165,211860,211860,42372
2017,7,Приморский край,1501,268,268,129,29,29,1854,323,323,6.505295008,0.3740871600000002,0.3740871600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Приморский край,1761,260,260,161,32,32,2173,319,319,6.898029135,0.39273412699999977,0.39273412699999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Приморский край,2040,279,279,192,31,31,2531,358,358,7.05104664,0.15301750500000022,0.15301750500000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Приморский край,2331,291,291,215,23,23,2891,360,360,6.922086285,-0.12896035500000025,-0.12896035500000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Приморский край,2786,455,227.5,264,49,24.5,3456,565,282.5,7.096774194,0.1746879090000002,0.0873439545000001,13.72772105,13.72772105,1.2479746409090908,2.507851284,2.507851284,0.22798648036363636,1077328,1077328,97938.90909090909,832396,832396,75672.36363636363,93308,93308,8482.545454545454,11705,11705,1064.090909090909,1254838,624371,104061.83333333333,334570,159333,26555.5,64011,27955,4659.166666666667,1229,404,67.33333333333333,334570,159333,26555.5,64011,28213,4702.166666666667,1229,404,67.33333333333333,399810,187950,31325
2017,1,Хабаровский край,141,141,141,9,9,9,186,186,186,4.615384615,4.615384615,4.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Хабаровский край,264,123,123,16,7,7,352,166,166,4.347826087,-0.26755852800000035,-0.26755852800000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Хабаровский край,392,128,128,21,5,5,519,167,167,3.888888889,-0.45893719799999966,-0.45893719799999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Хабаровский край,510,118,118,30,9,9,668,149,149,4.297994269,0.4091053800000002,0.4091053800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Хабаровский край,679,169,169,50,20,20,883,215,215,5.359056806,1.0610625369999998,1.0610625369999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Хабаровский край,853,174,174,63,13,13,1100,217,217,5.417024936,0.057968129999999896,0.057968129999999896,,,,,,,,,,,,,,,,,,,303173,303173,60634.6,136754,136754,27350.8,10956,10956,2191.2,275,275,55,16232,16232,3246.4,1475,1475,295,93,93,18.6,17800,17800,3560
2017,7,Хабаровский край,1039,186,186,73,10,10,1352,252,252,5.122807018,-0.2942179180000002,-0.2942179180000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Хабаровский край,1216,177,177,89,16,16,1578,226,226,5.338932214,0.21612519600000013,0.21612519600000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Хабаровский край,1414,198,198,107,18,18,1810,232,232,5.581637976,0.24270576199999994,0.24270576199999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Хабаровский край,1586,172,172,121,14,14,2023,213,213,5.643656716,0.06201874000000007,0.06201874000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Хабаровский край,1929,343,171.5,144,23,11.5,2479,456,228,5.489897064,-0.15375965199999975,-0.07687982599999987,10.80031861,10.80031861,0.9818471463636363,3.209457201,3.209457201,0.2917688364545455,462615,462615,42055.90909090909,364583,364583,33143.90909090909,69566,69566,6324.181818181818,6725,6725,611.3636363636364,591001,287828,47971.333333333336,265992,129238,21539.666666666668,19860,8904,1484,490,215,35.833333333333336,265491,249259,41543.166666666664,18106,16631,2771.8333333333335,1607,1514,252.33333333333334,285204,267404,44567.333333333336
2017,1,Камчатский край,38,38,38,3,3,3,46,46,46,6.12244898,6.12244898,6.12244898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Камчатский край,71,33,33,6,3,3,119,73,73,4.8,-1.3224489799999999,-1.3224489799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Камчатский край,112,41,41,12,6,6,180,61,61,6.25,1.4500000000000002,1.4500000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Камчатский край,149,37,37,17,5,5,223,43,43,7.083333333,0.8333333329999997,0.8333333329999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Камчатский край,191,42,42,20,3,3,272,49,49,6.849315068,-0.23401826499999956,-0.23401826499999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Камчатский край,243,52,52,26,6,6,342,70,70,7.065217391,0.2159023229999999,0.2159023229999999,,,,,,,,,,,,,,,,,,,93038,93038,18607.6,24548,24548,4909.6,1019,1019,203.8,54,54,10.8,15797,15797,3159.4,1002,1002,200.4,54,54,10.8,16853,16853,3370.6
2017,7,Камчатский край,301,58,58,32,6,6,425,83,83,7.002188184,-0.06302920699999959,-0.06302920699999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Камчатский край,356,55,55,38,6,6,490,65,65,7.196969697,0.19478151299999968,0.19478151299999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Камчатский край,411,55,55,43,5,5,568,78,78,7.037643208,-0.15932648899999968,-0.15932648899999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Камчатский край,468,57,57,57,14,14,650,82,82,8.062234795,1.0245915869999997,1.0245915869999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Камчатский край,543,75,37.5,68,11,5.5,738,88,44,8.436724566,0.37448977100000036,0.18724488550000018,21.60588951,21.60588951,1.9641717736363637,3.301692117,3.301692117,0.3001538288181818,214870,214870,19533.636363636364,165101,165101,15009.181818181818,22691,22691,2062.818181818182,3329,3329,302.6363636363636,253675,160637,26772.833333333332,60325,35777,5962.833333333333,2207,1188,198,210,156,26,31853,16056,2676,2137,1135,189.16666666666666,210,156,26,34200,17347,2891.1666666666665
2017,1,Амурская область,66,66,66,8,8,8,76,76,76,9.523809524,9.523809524,9.523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Амурская область,127,61,61,14,6,6,152,76,76,8.43373494,-1.090074584,-1.090074584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Амурская область,218,91,91,37,23,23,273,121,121,11.93548387,3.5017489299999998,3.5017489299999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Амурская область,305,87,87,47,10,10,380,107,107,11.00702576,-0.9284581100000011,-0.9284581100000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Амурская область,401,96,96,55,8,8,503,123,123,9.856630824,-1.1503949359999996,-1.1503949359999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Амурская область,514,113,113,68,13,13,652,149,149,9.444444444,-0.41218637999999963,-0.41218637999999963,,,,,,,,,,,,,,,,,,,119454,119454,23890.8,79984,79984,15996.8,15433,15433,3086.6,630,630,126,79690,79690,15938,15394,15394,3078.8,635,635,127,95719,95719,19143.8
2017,7,Амурская область,671,157,157,85,17,17,860,208,208,8.994708995,-0.4497354490000003,-0.4497354490000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Амурская область,791,120,120,99,14,14,1016,156,156,8.878923767,-0.11578522800000002,-0.11578522800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Амурская область,902,111,111,115,16,16,1171,155,155,8.942457232,0.06353346500000079,0.06353346500000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Амурская область,1026,124,124,129,14,14,1335,164,164,8.81147541,-0.13098182200000075,-0.13098182200000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Амурская область,1215,189,94.5,145,16,8,1578,243,121.5,8.415554266,-0.3959211440000008,-0.1979605720000004,18.08539299,18.08539299,1.6441266354545454,4.779941388,4.779941388,0.4345401261818182,314037,314037,28548.81818181818,231119,231119,21010.81818181818,39295,39295,3572.2727272727275,4418,4418,401.6363636363636,242108,122654,20442.333333333332,158963,78979,13163.166666666666,31884,16451,2741.8333333333335,1167,537,89.5,155115,75425,12570.833333333334,31814,16420,2736.6666666666665,1171,536,89.33333333333333,188100,92381,15396.833333333334
2017,1,Магаданская область,16,16,16,1,1,1,24,24,24,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Магаданская область,39,23,23,2,1,1,50,26,26,3.846153846,-0.153846154,-0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Магаданская область,59,20,20,9,7,7,71,21,21,11.25,7.403846154,7.403846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Магаданская область,76,17,17,10,1,1,94,23,23,9.615384615,-1.634615385,-1.634615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Магаданская область,98,22,22,13,3,3,116,22,22,10.07751938,0.46213476500000006,0.46213476500000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Магаданская область,123,25,25,15,2,2,148,32,32,9.202453988,-0.8750653919999998,-0.8750653919999998,,,,,,,,,,,,,,,,,,,37167,37167,7433.4,15320,15320,3064,1214,1214,242.8,10,10,2,8984,8984,1796.8,1196,1196,239.2,10,10,2,10190,10190,2038
2017,7,Магаданская область,147,24,24,20,5,5,176,28,28,10.20408163,1.001627641999999,1.001627641999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Магаданская область,171,24,24,22,2,2,205,29,29,9.691629956,-0.5124516739999994,-0.5124516739999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Магаданская область,212,41,41,30,8,8,260,55,55,10.34482759,0.6531976339999996,0.6531976339999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Магаданская область,241,29,29,33,3,3,302,42,42,9.850746269,-0.49408132099999946,-0.49408132099999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Магаданская область,270,29,14.5,36,3,1.5,349,47,23.5,9.350649351,-0.5000969180000006,-0.2500484590000003,24.73037027,24.73037027,2.2482154790909092,4.646960114,4.646960114,0.42245091945454544,85159,85159,7741.727272727273,57143,57143,5194.818181818182,17995,17995,1635.909090909091,1679,1679,152.63636363636363,70298,33131,5521.833333333333,30581,15261,2543.5,2603,1389,231.5,35,25,4.166666666666667,15134,6150,1025,2522,1326,221,34,24,4,17690,7500,1250
2017,1,Сахалинская область,45,45,45,7,7,7,66,66,66,9.589041096,9.589041096,9.589041096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Сахалинская область,85,40,40,8,1,1,118,52,52,6.349206349,-3.2398347470000006,-3.2398347470000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Сахалинская область,129,44,44,13,5,5,166,48,48,7.262569832,0.9133634829999995,0.9133634829999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Сахалинская область,190,61,61,24,11,11,236,70,70,9.230769231,1.9681993990000004,1.9681993990000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Сахалинская область,274,84,84,38,14,14,335,99,99,10.18766756,0.9568983289999995,0.9568983289999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Сахалинская область,324,50,50,50,12,12,397,62,62,11.18568233,0.998014770000001,0.998014770000001,,,,,,,,,,,,,,,,,,,160089,160089,32017.8,35493,35493,7098.6,2269,2269,453.8,68,68,13.6,35284,35284,7056.8,2219,2219,443.8,68,68,13.6,37571,37571,7514.2
2017,7,Сахалинская область,391,67,67,56,6,6,485,88,88,10.35120148,-0.8344808500000003,-0.8344808500000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Сахалинская область,481,90,90,67,11,11,611,126,126,9.8820059,-0.46919558000000094,-0.46919558000000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Сахалинская область,560,79,79,75,8,8,708,97,97,9.578544061,-0.3034618389999988,-0.3034618389999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Сахалинская область,635,75,75,84,9,9,790,82,82,9.610983982,0.03243992099999993,0.03243992099999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Сахалинская область,771,136,68,101,17,8.5,953,163,81.5,9.582542694,-0.028441287999999787,-0.014220643999999893,20.72458058,20.72458058,1.8840527800000002,5.002724256,5.002724256,0.45479311418181817,208091,208091,18917.363636363636,166597,166597,15145.181818181818,28699,28699,2609,4263,4263,387.54545454545456,286920,126831,21138.5,70335,34842,5807,5098,2829,471.5,104,36,6,70294,35010,5835,5098,2879,479.8333333333333,104,36,6,75496,37925,6320.833333333333
2017,1,Еврейская АО,14,14,14,2,2,2,21,21,21,8.695652174,8.695652174,8.695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Еврейская АО,29,15,15,2,0,0,46,25,25,4.166666667,-4.528985506999999,-4.528985506999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Еврейская АО,44,15,15,3,1,1,63,17,17,4.545454545,0.3787878779999998,0.3787878779999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Еврейская АО,60,16,16,6,3,3,90,27,27,6.25,1.7045454549999999,1.7045454549999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Еврейская АО,79,19,19,10,4,4,113,23,23,8.130081301,1.8800813010000006,1.8800813010000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Еврейская АО,97,18,18,10,0,0,139,26,26,6.711409396,-1.418671905000001,-1.418671905000001,,,,,,,,,,,,,,,,,,,17763,17763,3552.6,11614,11614,2322.8,1680,1680,336,88,88,17.6,7629,7629,1525.8,1614,1614,322.8,87,87,17.4,9330,9330,1866
2017,7,Еврейская АО,131,34,34,19,9,9,180,41,41,9.547738693,2.836329297,2.836329297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
