year,end_mounth,subject,factor_1,delta_factor_1,per_mounth_factor_1,factor_2,delta_factor_2,per_mounth_factor_2,factor_3,delta_factor_3,per_mounth_factor_3,factor_4,delta_factor_4,per_mounth_factor_4,factor_5,delta_factor_5,per_mounth_factor_5,factor_6,delta_factor_6,per_mounth_factor_6,factor_7,delta_factor_7,per_mounth_factor_7,factor_8,delta_factor_8,per_mounth_factor_8,factor_9,delta_factor_9,per_mounth_factor_9,factor_10,delta_factor_10,per_mounth_factor_10,factor_11,delta_factor_11,per_mounth_factor_11,factor_12,delta_factor_12,per_mounth_factor_12,factor_13,delta_factor_13,per_mounth_factor_13,factor_14,delta_factor_14,per_mounth_factor_14,factor_15,delta_factor_15,per_mounth_factor_15,factor_16,delta_factor_16,per_mounth_factor_16,factor_17,delta_factor_17,per_mounth_factor_17,factor_18,delta_factor_18,per_mounth_factor_18
2017,5,Астраханская область,472,133,133,24,11,11,631,176,176,3.664122137,0.8863443590000002,0.8863443590000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Астраханская область,578,106,106,35,11,11,771,140,140,4.342431762,0.6783096250000002,0.6783096250000002,,,,,,,,,,,,,,,,,,,103411,103411,20682.2,60817,60817,12163.4,5932,5932,1186.4,374,374,74.8,56928,56928,11385.6,5931,5931,1186.2,373,373,74.6,63232,63232,12646.4
2017,7,Астраханская область,691,113,113,46,11,11,922,151,151,4.752066116,0.4096343539999996,0.4096343539999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Астраханская область,791,100,100,48,2,2,1053,131,131,4.359673025,-0.39239309099999975,-0.39239309099999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Астраханская область,908,117,117,54,6,6,1209,156,156,4.275534442,-0.08413858300000054,-0.08413858300000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Астраханская область,1024,116,116,63,9,9,1346,137,137,4.47125621,0.1957217680000003,0.1957217680000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Астраханская область,1238,214,107,83,20,10,1622,276,138,4.868035191,0.39677898099999975,0.19838949049999988,8.146311684,8.146311684,0.7405737894545456,2.350881864,2.350881864,0.2137165330909091,372364,372364,33851.27272727273,286395,286395,26035.909090909092,41887,41887,3807.909090909091,7848,7848,713.4545454545455,215821,112410,18735,128654,67837,11306.166666666666,12479,6547,1091.1666666666667,781,407,67.83333333333333,125841,68913,11485.5,12479,6548,1091.3333333333333,781,408,68,139101,75869,12644.833333333334
2017,1,Волгоградская область,157,157,157,29,29,29,195,195,195,12.94642857,12.94642857,12.94642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Волгоградская область,311,154,154,45,16,16,405,210,210,10,-2.94642857,-2.94642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Волгоградская область,497,186,186,66,21,21,638,233,233,9.375,-0.625,-0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Волгоградская область,696,199,199,91,25,25,887,249,249,9.304703476,-0.07029652399999975,-0.07029652399999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Волгоградская область,887,191,191,114,23,23,1115,228,228,9.275834011,-0.02886946499999965,-0.02886946499999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Волгоградская область,1110,223,223,135,21,21,1402,287,287,8.783344177,-0.49248983400000057,-0.49248983400000057,,,,,,,,,,,,,,,,,,,356596,356596,71319.2,125460,125460,25092,17668,17668,3533.6,396,396,79.2,117976,117976,23595.2,15295,15295,3059,2514,2514,502.8,135785,135785,27157
2017,7,Волгоградская область,1293,183,183,153,18,18,1647,245,245,8.5,-0.28334417700000003,-0.28334417700000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Волгоградская область,1566,273,273,191,38,38,1979,332,332,8.801843318,0.3018433179999995,0.3018433179999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Волгоградская область,1793,227,227,219,28,28,2282,303,303,8.756497401,-0.04534591699999879,-0.04534591699999879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Волгоградская область,2088,295,295,245,26,26,2646,364,364,8.474576271,-0.28192113000000063,-0.28192113000000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Волгоградская область,2581,493,246.5,306,61,30.5,3269,623,311.5,8.559440559,0.08486428800000034,0.04243214400000017,12.07004412,12.07004412,1.0972767381818183,2.374533823,2.374533823,0.2158667111818182,1381496,1381496,125590.54545454546,1127635,1127635,102512.27272727272,88345,88345,8031.363636363636,22620,22620,2056.3636363636365,1323644,967048,161174.66666666666,249681,124221,20703.5,37943,20275,3379.1666666666665,674,278,46.333333333333336,249680,131704,21950.666666666668,37493,22198,3699.6666666666665,674,-1840,-306.6666666666667,287847,152062,25343.666666666668
2017,1,Ростовская область,287,287,287,46,46,46,357,357,357,11.41439206,11.41439206,11.41439206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Ростовская область,564,277,277,85,39,39,716,359,359,10.61173533,-0.8026567300000007,-0.8026567300000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Ростовская область,853,289,289,111,26,26,1071,355,355,9.390862944,-1.220872386,-1.220872386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Ростовская область,1149,296,296,136,25,25,1435,364,364,8.656906429,-0.7339565150000009,-0.7339565150000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Ростовская область,1464,315,315,167,31,31,1838,403,403,8.329177057,-0.3277293719999985,-0.3277293719999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Ростовская область,1858,394,394,223,56,56,2332,494,494,8.727984344,0.39880728699999857,0.39880728699999857,,,,,,,,,,,,,,,,,,,968920,968920,193784,219573,219573,43914.6,26310,26310,5262,326,326,65.2,217906,217906,43581.2,25616,25616,5123.2,323,323,64.6,243845,243845,48769
2017,7,Ростовская область,2273,415,415,269,46,46,2874,542,542,8.558701877,-0.1692824669999986,-0.1692824669999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Ростовская область,2743,470,470,344,75,75,3492,618,618,8.967674661,0.4089727839999995,0.4089727839999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Ростовская область,3254,511,511,405,61,61,4138,646,646,8.914814,-0.05286066100000042,-0.05286066100000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Ростовская область,3723,469,469,478,73,73,4684,546,546,9.259976753,0.3451627530000003,0.3451627530000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Ростовская область,4626,903,451.5,598,120,60,5838,1154,577,9.291485395,0.031508642000000364,0.015754321000000182,14.13258873,14.13258873,1.2847807936363635,3.548348623,3.548348623,0.3225771475454545,1801967,1801967,163815.18181818182,1383163,1383163,125742.09090909091,215381,215381,19580.090909090908,25034,25034,2275.818181818182,2138182,1169262,194877,487540,267967,44661.166666666664,53264,26954,4492.333333333333,784,458,76.33333333333333,318669,100763,16793.833333333332,50774,25158,4193,770,447,74.5,370213,126368,21061.333333333332
2017,1,Республика Адыгея,32,32,32,5,5,5,41,41,41,10.86956522,10.86956522,10.86956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Республика Адыгея,63,31,31,10,5,5,71,30,30,12.34567901,1.4761137899999994,1.4761137899999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Республика Адыгея,102,39,39,17,7,7,119,48,48,12.5,0.15432099000000044,0.15432099000000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Республика Адыгея,148,46,46,23,6,6,180,61,61,11.33004926,-1.1699507400000009,-1.1699507400000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Республика Адыгея,187,39,39,28,5,5,227,47,47,10.98039216,-0.34965709999999994,-0.34965709999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Республика Адыгея,232,45,45,32,4,4,284,57,57,10.12658228,-0.85380988,-0.85380988,,,,,,,,,,,,,,,,,,,158202,158202,31640.4,70654,70654,14130.8,7100,7100,1420,5,5,1,47670,47670,9534,7100,7100,1420,23,23,4.6,54793,54793,10958.6
2017,7,Республика Адыгея,287,55,55,51,19,19,347,63,63,12.81407035,2.6874880700000006,2.6874880700000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Республика Адыгея,330,43,43,57,6,6,394,47,47,12.63858093,-0.1754894199999999,-0.1754894199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Республика Адыгея,373,43,43,64,7,7,461,67,67,12.19047619,-0.4481047399999998,-0.4481047399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Республика Адыгея,433,60,60,78,14,14,522,61,61,13,0.80952381,0.80952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Республика Адыгея,564,131,65.5,94,16,8,659,137,68.5,12.48339973,-0.5166002699999996,-0.2583001349999998,20.73380006,20.73380006,1.8848909145454547,4.7406989,4.7406989,0.4309726272727273,209604,209604,19054.909090909092,170684,170684,15516.727272727272,21444,21444,1949.4545454545455,2726,2726,247.8181818181818,316497,158295,26382.5,145298,74644,12440.666666666666,17198,10098,1683,25,20,3.3333333333333335,122706,75036,12506,17183,10083,1680.5,25,2,0.3333333333333333,139914,85121,14186.833333333334
2017,1,Республика Калмыкия,39,39,39,4,4,4,64,64,64,5.882352941,5.882352941,5.882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Республика Калмыкия,59,20,20,4,0,0,93,29,29,4.12371134,-1.7586416009999999,-1.7586416009999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Республика Калмыкия,84,25,25,7,3,3,131,38,38,5.072463768,0.9487524280000006,0.9487524280000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Республика Калмыкия,112,28,28,10,3,3,178,47,47,5.319148936,0.24668516799999995,0.24668516799999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Республика Калмыкия,151,39,39,14,4,4,233,55,55,5.668016194,0.3488672579999994,0.3488672579999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Республика Калмыкия,192,41,41,21,7,7,311,78,78,6.325301205,0.6572850109999999,0.6572850109999999,,,,,,,,,,,,,,,,,,,57252,57252,11450.4,27362,27362,5472.4,4193,4193,838.6,151,151,30.2,20017,20017,4003.4,3988,3988,797.6,151,151,30.2,24156,24156,4831.2
2017,7,Республика Калмыкия,235,43,43,28,7,7,367,56,56,7.088607595,0.7633063900000003,0.7633063900000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Республика Калмыкия,285,50,50,35,7,7,439,72,72,7.383966245,0.29535864999999983,0.29535864999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Республика Калмыкия,346,61,61,49,14,14,535,96,96,8.390410959,1.0064447140000006,1.0064447140000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Республика Калмыкия,390,44,44,52,3,3,599,64,64,7.987711214,-0.4026997450000005,-0.4026997450000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Республика Калмыкия,483,93,46.5,70,18,9,736,137,68.5,8.684863524,0.6971523100000008,0.3485761550000004,25.19771205,25.19771205,2.2907010954545455,6.209747529,6.209747529,0.5645225026363637,123929,123929,11266.272727272728,89460,89460,8132.727272727273,18332,18332,1666.5454545454545,2937,2937,267,110350,53098,8849.666666666666,52808,25446,4241,8285,4092,682,284,133,22.166666666666668,36756,16739,2789.8333333333335,7660,3672,612,284,133,22.166666666666668,44700,20544,3424
2017,1,Республика Крым,106,106,106,18,18,18,159,159,159,10.16949153,10.16949153,10.16949153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Республика Крым,212,106,106,34,16,16,305,146,146,10.02949853,-0.13999300000000048,-0.13999300000000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Республика Крым,334,122,122,50,16,16,464,159,159,9.727626459,-0.301872071,-0.301872071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Республика Крым,474,140,140,77,27,27,662,198,198,10.41948579,0.6918593309999999,0.6918593309999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Республика Крым,648,174,174,103,26,26,889,227,227,10.38306452,-0.03642126999999995,-0.03642126999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Республика Крым,822,174,174,120,17,17,1130,241,241,9.6,-0.7830645199999999,-0.7830645199999999,,,,,,,,,,,,,,,,,,,85055,85055,17011,79065,79065,15813,4002,4002,800.4,16,16,3.2,79077,79077,15815.4,4002,4002,800.4,16,16,3.2,83095,83095,16619
2017,7,Республика Крым,1051,229,229,156,36,36,1446,316,316,9.737827715,0.13782771500000024,0.13782771500000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Республика Крым,1294,243,243,191,35,35,1778,332,332,9.70035551,-0.03747220500000026,-0.03747220500000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Республика Крым,1508,214,214,234,43,43,2040,262,262,10.29023747,0.5898819599999996,0.5898819599999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Республика Крым,1702,194,194,264,30,30,2274,234,234,10.40189125,0.11165378000000103,0.11165378000000103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Республика Крым,2074,372,186,341,77,38.5,2766,492,246,10.97521725,0.5733259999999998,0.2866629999999999,17.8331611,17.8331611,1.6211964636363638,8.5812285,8.5812285,0.7801116818181818,423931,423931,38539.181818181816,336443,336443,30585.727272727272,46931,46931,4266.454545454545,7033,7033,639.3636363636364,238837,153782,25630.333333333332,178534,99469,16578.166666666668,8996,4994,832.3333333333334,33,17,2.8333333333333335,178612,99535,16589.166666666668,8996,4994,832.3333333333334,33,17,2.8333333333333335,187641,104546,17424.333333333332
2017,1,г. Севастополь,26,26,26,3,3,3,32,32,32,8.571428571,8.571428571,8.571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,г. Севастополь,67,41,41,6,3,3,74,42,42,7.5,-1.0714285710000002,-1.0714285710000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,г. Севастополь,116,49,49,15,9,9,134,60,60,10.06711409,2.5671140900000005,2.5671140900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,г. Севастополь,152,36,36,20,5,5,173,39,39,10.3626943,0.2955802099999989,0.2955802099999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,г. Севастополь,183,31,31,22,2,2,209,36,36,9.523809524,-0.8388847759999987,-0.8388847759999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,г. Севастополь,231,48,48,26,4,4,263,54,54,8.996539792,-0.5272697320000006,-0.5272697320000006,,,,,,,,,,,,,,,,,,,14348,14348,2869.6,13257,13257,2651.4,912,912,182.4,,,,10876,10876,2175.2,896,896,179.2,,,,11772,11772,2354.4
2017,7,г. Севастополь,285,54,54,31,5,5,336,73,73,8.446866485,-0.5496733070000008,-0.5496733070000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,г. Севастополь,334,49,49,31,0,0,395,59,59,7.276995305,-1.1698711799999995,-1.1698711799999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,г. Севастополь,384,50,50,33,2,2,459,64,64,6.707317073,-0.5696782320000002,-0.5696782320000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,г. Севастополь,440,56,56,36,3,3,533,74,74,6.326889279,-0.38042779399999915,-0.38042779399999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,г. Севастополь,537,97,48.5,46,10,5,648,115,57.5,6.628242075,0.30135279599999976,0.15067639799999988,10.7287879,10.7287879,0.9753443545454545,4.325788281,4.325788281,0.3932534800909091,108901,108901,9900.09090909091,96958,96958,8814.363636363636,6400,6400,581.8181818181819,1445,1445,131.36363636363637,27250,12902,2150.3333333333335,25533,12276,2046,1288,376,62.666666666666664,6,6,0.5454545454545454,19953,9077,1512.8333333333333,1256,360,60,6,6,0.5454545454545454,21215,9443,1573.8333333333333
2017,1,Приволжский фед.округ,2414,2414,2414,298,298,298,3305,3305,3305,8.270885373,8.270885373,8.270885373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Приволжский фед.округ,4693,2279,2279,539,241,241,6251,2946,2946,7.93814433,-0.3327410430000004,-0.3327410430000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Приволжский фед.округ,6815,2122,2122,706,167,167,8956,2705,2705,7.306975781,-0.6311685489999999,-0.6311685489999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Приволжский фед.округ,9049,2234,2234,888,182,182,11740,2784,2784,7.031992398,-0.27498338300000036,-0.27498338300000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Приволжский фед.округ,11851,2802,2802,1158,270,270,15237,3497,3497,7.063129003,0.031136605000000372,0.031136605000000372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Приволжский фед.округ,15063,3212,3212,1455,297,297,19382,4145,4145,6.982771032,-0.08035797100000064,-0.08035797100000064,,,,,,,,,,,,,,,,,,,10000827,10000827,2000165.4,3214026,3214026,642805.2,217052,217052,43410.4,30983,30983,6196.6,2360002,2360002,472000.4,215314,215314,43062.8,30658,30658,6131.6,2605974,2605974,521194.8
2017,7,Приволжский фед.округ,18748,3685,3685,1869,414,414,24240,4858,4858,7.158451109,0.175680077,0.175680077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Приволжский фед.округ,22602,3854,3854,2241,372,372,29117,4877,4877,7.14650169,-0.011949418999999573,-0.011949418999999573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Приволжский фед.округ,26327,3725,3725,2633,392,392,33894,4777,4777,7.208366414,0.061864724000000315,0.061864724000000315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Приволжский фед.округ,30270,3943,3943,3076,443,443,38865,4971,4971,7.334112205,0.12574579099999994,0.12574579099999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Приволжский фед.округ,37246,6976,3488,3859,783,391.5,47671,8806,4403,7.488841452,0.15472924699999968,0.07736462349999984,13.02107322,13.02107322,1.183733929090909,3.446017234,3.446017234,0.313274294,11805704,11805704,1073245.8181818181,9355857,9355857,850532.4545454546,1208542,1208542,109867.45454545454,179329,179329,16302.636363636364,22765441,12764614,2127435.6666666665,5473756,2259730,376621.6666666667,450975,233923,38987.166666666664,64808,33825,5637.5,4558951,2198949,366491.5,422278,206964,34494,61507,30849,5141.5,5042736,2436762,406127
2017,1,Республика Башкортостан,279,279,279,44,44,44,393,393,393,10.06864989,10.06864989,10.06864989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Республика Башкортостан,513,234,234,65,21,21,682,289,289,8.701472557,-1.367177332999999,-1.367177332999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Республика Башкортостан,734,221,221,83,18,18,968,286,286,7.897240723,-0.8042318340000003,-0.8042318340000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Республика Башкортостан,968,234,234,110,27,27,1243,275,275,8.130081301,0.23284057800000024,0.23284057800000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Республика Башкортостан,1263,295,295,154,44,44,1605,362,362,8.754974417,0.6248931159999991,0.6248931159999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Республика Башкортостан,1643,380,380,189,35,35,2105,500,500,8.238884045,-0.516090371999999,-0.516090371999999,,,,,,,,,,,,,,,,,,,1112181,1112181,222436.2,540263,540263,108052.6,15599,15599,3119.8,2146,2146,429.2,540127,540127,108025.4,15599,15599,3119.8,2146,2146,429.2,557872,557872,111574.4
2017,7,Республика Башкортостан,2069,426,426,248,59,59,2674,569,569,8.48733744,0.24845339499999852,0.24845339499999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Республика Башкортостан,2577,508,508,300,52,52,3339,665,665,8.244023083,-0.24331435699999915,-0.24331435699999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Республика Башкортостан,3065,488,488,353,53,53,3983,644,644,8.141143911,-0.10287917199999974,-0.10287917199999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Республика Башкортостан,3526,461,461,421,68,68,4553,570,570,8.464012867,0.3228689559999989,0.3228689559999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Республика Башкортостан,4387,861,430.5,512,91,45.5,5590,1037,518.5,8.390691577,-0.0733212899999991,-0.03666064499999955,12.58921871,12.58921871,1.1444744281818182,3.157385167,3.157385167,0.2870350151818182,1683799,1683799,153072.63636363635,1397812,1397812,127073.81818181818,158917,158917,14447,30812,30812,2801.090909090909,2224182,1112001,185333.5,1030041,489778,81629.66666666667,34569,18970,3161.6666666666665,4413,2267,377.8333333333333,1030041,489914,81652.33333333333,34569,18970,3161.6666666666665,4413,2267,377.8333333333333,1069023,511151,85191.83333333333
2017,1,Республика Марий Эл,45,45,45,10,10,10,69,69,69,12.65822785,12.65822785,12.65822785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Республика Марий Эл,98,53,53,17,7,7,147,78,78,10.36585366,-2.2923741899999985,-2.2923741899999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Республика Марий Эл,133,35,35,22,5,5,192,45,45,10.28037383,-0.08547983000000059,-0.08547983000000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
